well_id,layer_group,y_coordinate,x_coordinate,mean_perforation_depth
W0583,L09,240364.3648,121386.1049,1478.108
W0584,L09,240750.3372,121725.8294,1486.4735
W0585,L09,240055.7726,122235.4479,1493.786
W0586,L10,,,
W0588,L09,241436.9373,118968.2432,1499.8115
W0589,L11,239380.4322,119523.2344,1569.4265
W0590,L11,239598.0805,119376.8798,1588.439
W0591,L11,240887.3989,120528.5551,1588.322
W0592,L11,239949.9136,121381.626,1584.2855
W0593,L11,240711.7173,119224.4906,1578.26
W0594,L11,240484.9593,121885.6124,1602.5375
W0595,L10,241491.3514,117080.7148,1525.025
W0596,L12,237990.14,119043.7901,1084.286
W0597,L08,239097.519,119200.636,1550.882
W0597,L07,239097.519,119200.636,1550.882
W0598,L13,240621.4657,118400.3535,1749.9575
W0599,L10,240602.5124,119389.799,1660.043
W0600,L13,,,
W0602,L12,240537.9225,120512.9286,1725.5045
W0603,L11,240487.9988,121568.2847,1274.2355
W0604,L11,240415.037,122360.2724,1667.765
W0605,L08,239761.8597,118284.1851,1591.13
W0607,L14,,,
W0608,L11,239669.2036,122170.2655,1207.838
W0609,L09,238928.8105,117770.2354,1482.086
W0609,L15,238928.8105,117770.2354,1482.086
W0610,L07,239093.8567,121516.0902,1469.9765
W0610,L05,239093.8567,121516.0902,1469.9765
W0611,L12,239196.0132,122527.3409,1674.551
W0612,L12,238951.1708,120359.8313,1738.9595
W0612,L11,238951.1708,120359.8313,1738.9595
W0613,L12,242051.4068,119332.8689,1634.7125
W0613,L10,242051.4068,119332.8689,1634.7125
W0614,L09,238683.1438,119282.4971,1556.3225
W0615,L12,240566.4817,118486.7385,1652.087
W0616,L12,240559.6442,119500.7367,1654.544
W0617,L12,240555.8728,119460.5051,1629.623
W0618,L12,240553.5937,121407.4153,1623.1295
W0618,L11,240553.5937,121407.4153,1623.1295
W0619,L12,240531.8231,121455.6249,1662.7925
W0620,L12,240566.5394,123083.4102,1678.646
W0621,L12,239760.6569,117895.4268,1645.184
W0622,L10,239766.2618,120266.8802,1566.9695
W0623,L12,239761.196,120317.1518,1655.129
W0624,L09,239696.3776,121189.9012,1541.2295
W0625,L07,239697.5108,121239.7588,1501.4495
W0626,L12,239014.2874,118526.2232,1593.938
W0626,L10,239014.2874,118526.2232,1593.938
W0627,L12,239021.4599,118575.7871,1605.1115
W0627,L11,239021.4599,118575.7871,1605.1115
W0628,L12,238317.9349,118477.4843,1613.594
W0629,L06,238388.2761,119922.4083,1457.867
W0630,L12,238656.445,120982.9821,1668.4085
W0631,L13,239901.8897,119169.2294,1703.6255
W0632,L13,240142.0028,119817.7058,1682.7995
W0632,L12,240142.0028,119817.7058,1682.7995
W0633,L09,239721.1504,121089.8447,1633.8935
W0634,L13,240091.8378,120440.8813,1686.836
W0634,L12,240091.8378,120440.8813,1686.836
W0635,L04,239357.2313,119566.8872,1301.672
W0635,L02,239357.2313,119566.8872,1301.672
W0636,L12,239417.3089,120296.8126,1681.3955
W0637,L11,239714.0235,118981.7355,1586.216
W0638,L10,239338.4659,119811.1704,1580.1905
W0639,L11,240619.9979,119453.8795,1628.2775
W0640,L13,240708.6671,120153.62,1692.686
W0641,L14,240582.0512,120085.1273,1762.7105
W0642,L14,240466.9529,120693.7502,1745.336
W0642,L13,240466.9529,120693.7502,1745.336
W0643,L14,239980.675,118889.6098,1771.31
W0644,L12,241341.9953,118130.7366,1682.0975
W0645,L14,240016.6781,119525.1096,1765.9865
W0646,L14,239976.555,120193.1825,1768.3265
W0647,L07,240025.0819,120865.574,1562.1725
W0648,L14,239500.3102,118976.1208,1710.002
W0648,L12,239500.3102,118976.1208,1710.002
W0649,L14,239363.8693,120085.6534,1769.321
W0650,L15,239867.3278,119001.0674,1798.454
W0651,L13,239892.2155,119603.3725,1732.0565
W0652,L15,239898.5086,120225.6998,1804.772
W0653,L20,239954.3818,119896.7321,1969.5665
W0653,L16,239954.3818,119896.7321,1969.5665
W0654,L12,241334.0095,118964.9169,1714.097
W0655,L13,240499.1839,120126.0356,1699.355
W0656,L13,239686.1015,119077.7791,1666.6535
W0656,L12,239686.1015,119077.7791,1666.6535
W0657,L13,239604.2533,119655.5865,1657.235
W0657,L12,239604.2533,119655.5865,1657.235
W0658,L13,240108.1684,119476.7018,1685.4905
W0659,L12,241263.3413,119921.4599,1729.658
W0660,L12,240291.2373,119084.0651,1663.553
W0661,L12,240269.4899,119027.9543,1641.557
W0662,L12,240237.5959,119065.8868,1621.9595
W0663,L12,240194.198,119850.7474,1654.9535
W0664,L12,240163.4138,119972.2376,1642.376
W0665,L12,240076.4099,119882.5349,1616.9285
W0666,L12,239478.2498,118667.6901,1657.001
W0667,L12,239804.8299,118852.329,1644.1895
W0668,L12,239459.8191,118592.5517,1626.464
W0669,L12,239263.765,119150.2383,1588.3805
W0671,L14,,,
W0672,L02,241279.4859,121103.7062,1263.0035
W0672,L01,241279.4859,121103.7062,1263.0035
W0673,L12,239266.447,119036.6519,1641.791
W0674,L12,239152.0264,119186.2321,1626.2885
W0675,L12,239528.8129,119699.5379,1653.7835
W0676,L04,239607.2174,119683.7798,1380.413
W0677,L12,239509.3443,120039.263,1627.3415
W0678,L12,239384.0651,119423.2059,1645.7105
W0679,L12,239784.7733,119717.0167,1636.877
W0680,L12,239447.0857,120762.2062,1651.0925
W0681,L12,239834.3623,118901.822,1660.043
W0682,L11,240587.1939,117479.1889,1639.1
W0683,L12,240197.2565,120334.5217,1663.319
W0684,L13,240676.9754,119620.0505,1688.6495
W0685,L19,240601.2771,120263.8441,1212.05
W0686,L19,240610.909,120868.0038,1150.04
W0687,L19,239806.6104,118790.8848,1197.425
W0688,L19,239673.3904,120006.5504,1169.345
W0689,L19,239802.5385,121207.8202,1153.55
W0690,L18,239999.8984,119516.4677,1186.7195
W0691,L18,239951.2404,120662.4012,1112.6
W0692,L18,240037.2091,120947.9667,1136
W0693,L03,239728.341,119183.1835,1382.285
W0694,L03,239784.2682,120278.4793,1370
W0695,L03,240149.9259,121245.9315,1342.7975
W0695,L01,240149.9259,121245.9315,1342.7975
W0696,L03,239463.5829,120012.2668,1167.473
W0696,L19,239463.5829,120012.2668,1167.473
W0697,L03,240628.0153,120685.8245,1415.63
W0698,L03,240149.1986,119551.5888,1381.7
W0699,L03,240042.8086,119529.7103,1422.65
W0700,L03,240034.6754,120977.1725,1229.483
W0700,L19,240034.6754,120977.1725,1229.483
W0701,L01,239482.6079,119811.8631,1238.1995
W0702,L03,239274.3261,119679.1957,1350.11
W0703,L06,240051.8166,119374.6695,1615.7
W0704,L05,240089.6961,119506.5238,1295.1785
W0704,L19,240089.6961,119506.5238,1295.1785
W0705,L06,240155.2164,120669.218,1623.89
W0706,L05,239446.8051,120092.5251,1608.095
W0707,L05,239591.2856,119317.5151,1612.31285
W0708,L05,239812.4702,120446.6757,1261.541
W0708,L19,239812.4702,120446.6757,1261.541
W0709,L05,240776.816,120183.9053,1574.75
W0710,L06,240818.2836,120548.3321,1662.5
W0711,L11,240868.6439,120460.2975,2081.711
W0712,L11,240317.7548,118712.9839,1887.023
W0712,L07,240317.7548,118712.9839,1887.023
W0713,L09,240764.0175,119973.1738,1980.74
W0714,L09,240193.4649,118338.8452,1515.2555
W0715,L07,238374.9499,119655.4779,1456.346
W0716,L10,,,
W0718,L14,239673.2638,119519.1894,1878.248
W0720,L20,,,
W0721,L09,240920.5095,121273.0418,1537.544
W0723,L11,,,
W0724,L09,239175.8606,118928.2374,1619.444
W0725,L12,240476.6273,122355.9325,1669.754
W0727,L13,,,
W0728,L10,239697.901,119870.2544,1681.688
W0729,L14,,,
W0731,L07,241266.8357,120993.5347,1524.206
W0732,L10,,,
W0733,L11,,,
W0734,L09,240244.1272,119484.8131,1670.456
W0735,L11,240880.709,120110.2492,1563.635
W0736,L06,240197.258,120590.5823,1407.9665
W0737,L10,,,
W0738,L11,,,
W0738,L06,,,
W0739,L07,241349.8943,119107.9612,1329.05
W0740,L12,239779.6243,123148.1173,1673.615
W0741,L12,241092.4516,122445.1944,1674.785
W0742,L07,239773.0628,117219.8169,1500.338
W0743,L09,240208.6772,119638.994,1356.896
W0743,L07,240208.6772,119638.994,1356.896
W0744,L09,239834.3012,119605.944,1427.798
W0745,L09,239732.02,120477.4985,1433.297
W0746,L09,240182.0993,120881.8575,1441.3115
W0747,L09,239405.4809,119650.3578,1434.935
W0748,L08,239354.5745,118740.3511,1619.912
W0749,L12,240160.4112,119715.6838,1305.182
W0749,L18,240160.4112,119715.6838,1305.182
W0750,L12,240144.7402,120811.8422,1135.649
W0751,L09,240551.4916,119574.4954,1942.13
